name,run,time,bytes_recv,bytes_sent,packets_recv,packets_sent,errin,errout,dropin,dropout,workers
local,0,777.508531332016,40622144,38086356,188848,94553,0,0,389,0,8
local,1,763.5201849937439,31080871,14478480,150528,69885,0,0,381,0,8
local,2,756.3382389545441,32463139,13791903,146405,64094,0,0,379,0,8
local,3,764.3160519599915,29764770,16930613,160681,79807,0,0,382,0,8
local,4,763.550256729126,26795555,14578679,138760,69220,0,0,382,0,8
local,0,730.3845825195312,25032763,13201852,135413,61987,0,0,365,0,4
local,1,733.6815350055695,25371221,13044382,141410,59574,0,0,367,0,4
local,2,732.5092108249664,25594489,13105388,139491,60602,0,0,366,0,4
local,3,732.6634457111359,26861788,14409135,140437,66714,0,0,366,0,4
local,4,731.8845162391663,26570164,13458471,140324,59505,0,0,366,0,4
local,0,719.562863111496,34247728,23216216,191372,106683,0,0,360,0,2
local,1,719.7867674827576,33937177,22488158,188719,104648,0,0,360,0,2
local,2,720.9910502433777,34590946,23198084,192290,107628,0,0,360,0,2
local,3,741.6894743442535,102466108,94459377,294641,217605,0,0,371,0,2
local,4,730.6123902797699,53309022,112597041,285720,212285,0,0,365,0,2
local,0,1098.7709810733795,73478939,74319918,468846,386578,0,0,550,0,1
local,1,1028.9549791812897,69931216,74977944,458402,399785,0,0,514,0,1
local,2,1005.6139051914215,69235355,75867311,456826,402589,0,0,503,0,1
local,3,1014.4153337478638,69193636,74115584,456860,390225,0,0,507,0,1
local,4,1019.0073554515839,69646121,77089048,463066,405305,0,0,510,0,1
opendap-hub-compressed,0,1377.8130395412445,51569855554,346488344,5404285,2864666,0,0,689,0,8
opendap-hub-compressed,1,1392.4983434677124,51559925690,297957392,5185450,2766618,0,0,696,0,8
opendap-hub-compressed,2,1410.0573904514313,59767314914,3017328608,10394612,8785962,0,0,705,0,8
opendap-hub-compressed,3,1372.452478170395,52080769671,486275086,5486105,3056973,0,0,686,0,8
opendap-hub-compressed,4,1368.2871544361115,52071387133,461326771,5594798,3114530,0,0,685,0,8
opendap-hub-compressed,0,1597.269953250885,52279286865,584602879,6258313,4115481,0,0,798,0,4
opendap-hub-compressed,1,1610.1128160953522,52833262504,595207628,6409745,4232474,0,0,805,0,4
opendap-hub-compressed,2,1598.8000581264496,52493058802,568494078,6319270,4133584,0,0,800,0,4
opendap-hub-compressed,3,1615.7962350845337,52870995387,552127933,6486402,4230010,0,0,808,0,4
opendap-hub-compressed,4,1608.469310760498,51965138305,610871053,6294332,4062186,0,0,804,0,4
opendap-hub-compressed,0,2279.030662059784,51995234477,817749636,6724676,4787470,0,0,1139,0,2
opendap-hub-compressed,1,2257.4642190933228,51947810165,794340584,6477782,4714041,0,0,1129,0,2
opendap-hub-compressed,2,2242.0738520622253,52591845026,777384552,6574242,4833418,0,0,1121,0,2
opendap-hub-compressed,3,2242.3207502365112,54098008617,733639100,6926135,5136512,0,0,1121,0,2
opendap-hub-compressed,4,2255.7473664283752,54086556345,745655605,6963804,5135449,0,0,1128,0,2
opendap-hub-compressed,0,3770.75226521492,57544303323,3424588418,10622381,9102597,0,0,1885,0,1
opendap-hub-compressed,1,3826.4874074459076,122108459776,10966479839,43967676,51768196,0,0,1914,0,1
opendap-hub-compressed,2,3760.6790623664856,51758278736,497912206,6340807,4426131,0,0,1880,0,1
opendap-hub-compressed,3,3819.7496390342712,51709756055,492291637,6335352,4412081,0,0,1910,0,1
opendap-hub-compressed,4,3830.2884838581085,51712545186,495705842,6346924,4416359,0,0,1915,0,1
opendap-hub-uncompressed,0,1202.8283553123474,93331271051,544175192,10625019,6968710,0,0,602,0,8
opendap-hub-uncompressed,1,1190.4299356937408,93320912115,551962902,10807506,7030742,0,0,595,0,8
opendap-hub-uncompressed,2,1190.7303178310394,93329897489,552370391,10813319,7050747,0,0,595,0,8
opendap-hub-uncompressed,3,1185.3248941898346,93325475539,546834367,10652949,6971860,0,0,593,0,8
opendap-hub-uncompressed,4,1209.4777789115906,93357152034,605319785,10779220,7124985,0,0,605,0,8
opendap-hub-uncompressed,0,1344.56005859375,93247837489,527271819,9772739,6522311,0,0,672,0,4
opendap-hub-uncompressed,1,1356.6887242794037,93247722263,524078894,9803758,6492978,0,0,678,0,4
opendap-hub-uncompressed,2,1342.6900382041931,93247826036,523790289,9839308,6507699,0,0,672,0,4
opendap-hub-uncompressed,3,1330.5904958248138,93227910142,518533059,9611138,6449795,0,0,665,0,4
opendap-hub-uncompressed,4,1347.8123412132263,93228882020,517730588,9515591,6413856,0,0,674,0,4
opendap-hub-uncompressed,0,1961.1057357788086,93190319903,542832228,8836575,6247726,0,0,980,0,2
opendap-hub-uncompressed,1,1981.3453977108002,93194475595,544275217,8855056,6225379,0,0,991,0,2
opendap-hub-uncompressed,2,2008.54106259346,93185257574,542987823,8735892,6210033,0,0,1004,0,2
opendap-hub-uncompressed,3,1982.3034822940826,93185165707,538173342,8712074,6180132,0,0,991,0,2
opendap-hub-uncompressed,4,1994.5352680683136,93184580526,539249388,8720260,6184914,0,0,998,0,2
opendap-hub-uncompressed,0,3378.9664618968964,93333676135,668471388,9267106,6761203,0,0,1689,0,1
opendap-hub-uncompressed,1,2877.7507581710815,93332235873,734926013,9096725,6623579,0,0,1439,0,1
opendap-hub-uncompressed,2,2971.0785920619965,97100640692,3204299669,11088382,8387487,0,0,1486,0,1
opendap-hub-uncompressed,3,2890.4764034748077,93586064126,935144099,11801653,9136976,0,0,1445,0,1
opendap-hub-uncompressed,4,2958.8631484508514,94458834841,2137548395,21727364,19117529,0,0,1479,0,1
