name,run,time,bytes_recv,bytes_sent,packets_recv,packets_sent,errin,errout,dropin,dropout,workers
opendap-hub-uncompressed,0,1407.6375272274017,112595512602,2413711791,80859388,32017745,0,0,0,0,8
opendap-hub-uncompressed,1,1379.4797887802124,111283210986,2333911753,80014539,31648933,0,0,0,0,8
opendap-hub-uncompressed,2,1370.2563564777374,111301452854,2390590868,80049491,31761772,0,0,0,0,8
opendap-hub-uncompressed,0,2004.2917048931122,116749561341,2455947583,83548372,31886732,0,0,0,0,4
opendap-hub-uncompressed,1,1974.448204278946,114235485138,2378185999,81842188,31473512,0,0,0,0,4
opendap-hub-uncompressed,2,1976.0678327083588,116016260727,2353792794,83021125,31505383,0,0,0,0,4
opendap-hub-uncompressed,0,3134.2200553417206,127321924324,2667427811,90854703,33954140,0,0,1,0,2
opendap-hub-uncompressed,1,3144.5475590229034,127524630843,2658900220,90947178,33917250,0,0,0,0,2
opendap-hub-uncompressed,2,3133.0341458320618,128205438049,2662308836,91460400,33933143,0,0,0,0,2
opendap-hub-uncompressed,0,5737.615136623383,151473188578,3443197917,107630889,40732990,0,0,0,0,1
opendap-hub-compressed,0,1238.5981340408325,54350748390,1109743375,48276775,14282998,0,0,0,0,8
opendap-hub-compressed,1,1258.153513431549,54350194036,5618217418,48085543,17088169,0,0,0,0,8
opendap-hub-compressed,0,1969.6176874637604,54350553148,7797647670,42067500,15970289,0,0,0,0,4
opendap-hub-compressed,1,1990.9569742679596,54573251549,6502263871,42326721,15184710,0,0,1,0,4
opendap-hub-compressed,0,3389.09219455719,59162135199,23081443231,48526541,28590587,0,0,0,0,2
opendap-hub-compressed,1,3336.476730108261,59301767551,48859661148,49948127,45721814,0,0,1,0,2
opendap-hub-compressed,0,6159.901681423187,54350553248,42029509191,66771638,48805653,0,0,0,0,1
opendap-hub-compressed,0,6170.308363199234,59162134837,42029509191,66771638,48805653,0,0,0,0,1
