name,run,time,bytes_recv,bytes_sent,packets_recv,packets_sent,errin,errout,dropin,dropout,workers
opendap-hub-compressed,4,1648.3857567310333,51642739184,337076221,5703254,3564410,0,0,824,0,4
opendap-hub-compressed,0,2308.215693950653,51697025348,410751700,6118981,4259386,0,0,1155,0,2
opendap-hub-compressed,1,2330.5148916244507,51683683740,407646624,6030413,4230599,0,0,1165,0,2
opendap-hub-compressed,2,2303.3615758419037,51713761737,407014571,6066396,4213268,0,0,1151,0,2
opendap-hub-compressed,3,2291.417706012726,51661060945,407845649,5850193,4128916,0,0,1146,0,2
opendap-hub-compressed,4,2301.6928837299347,51661257052,403664572,5767407,4107689,0,0,1151,0,2
opendap-hub-compressed,0,3900.656443834305,51745414791,491256127,6328430,4482034,0,0,1950,0,1
opendap-hub-compressed,1,3926.4851546287537,51762922870,492071813,6582634,4605631,0,0,1964,0,1
opendap-hub-compressed,2,3897.4297728538513,51754074978,469849710,6346106,4465286,0,0,1948,0,1
opendap-hub-compressed,3,3908.0357224941254,51747680799,462654510,6327661,4460727,0,0,1954,0,1
opendap-hub-compressed,4,3905.674536705017,51737671842,460840016,6339814,4465540,0,0,1953,0,1
